name	accession	length	type	submission_date	organism	host	strain	segment	geo_loc_name	country	country_code	collection_original	collection_date	note
KF530207	KF530207	14405	viral cRNA	2015-03-31	Human respirovirus 1	Homo sapiens	HPIV1/MEX/482/2003	NA	Mexico	Mexico	MEX	26-Sep-2003	2003-09-26	NA
PP886705	PP886705	14364	viral cRNA	2024-06-12	Human respirovirus 1	Homo sapiens	hPIV1/Russia/SPE-RII-29229S/2022	NA	Russia: Saint Petersburg	Russia	RUS	24-Jul-2022	2022-07-24	NA
KF530196	KF530196	14337	viral cRNA	2015-03-31	Human respirovirus 1	Homo sapiens	HPIV1/MEX/3040/2006	NA	Mexico	Mexico	MEX	31-Oct-2006	2006-10-31	NA
MH006617	MH006617	13705	viral cRNA	2018-05-17	Human respirovirus 1	Homo sapiens	HPIV1/VietNam/006/2009	NA	Viet Nam	Viet Nam	VNM	23-Nov-2009	2009-11-23	NA
KF530197	KF530197	13168	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/FRA/29342077/2009	NA	France	France	FRA	18-Aug-2009	2009-08-18	NA
KF530214	KF530214	13054	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/ZAF/2614/2010	NA	South Africa	South Africa	ZAF	13-Aug-2010	2010-08-13	NA
KF530216	KF530216	13042	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/USA/38761A/2011	NA	USA: SE Wisconsin	USA	USA	10-Oct-2011	2011-10-10	NA
KF530195	KF530195	12834	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/ZAF/2754/2010	NA	South Africa	South Africa	ZAF	25-Aug-2010	2010-08-25	NA
MH006618	MH006618	12265	viral cRNA	2018-05-17	Human respirovirus 1	Homo sapiens	HPIV1/VietNam/061/2009	NA	Viet Nam	Viet Nam	VNM	10-Jun-2009	2009-06-10	NA
KF530208	KF530208	12194	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/FRA/26503037/2006	NA	France	France	FRA	13-Dec-2006	2006-12-13	NA
KF530206	KF530206	12137	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/ARG/16482/2008	NA	Argentina	Argentina	ARG	2008	2008-01-01	NA
KF530210	KF530210	12076	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/FRA/31202043/2011	NA	France	France	FRA	17-May-2011	2011-05-17	NA
MH006620	MH006620	12024	viral cRNA	2018-05-17	Human respirovirus 1	Homo sapiens	HPIV1/VietNam/063/2010	NA	Viet Nam	Viet Nam	VNM	20-Apr-2010	2010-04-20	NA
KF530200	KF530200	10722	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/CHE/1110180075/2011	NA	Switzerland	Switzerland	CHE	18-Oct-2011	2011-10-18	NA
X03614	X03614	10603	genomic RNA	2005-04-18	Human respirovirus 1	NA	Z	NA	NA	NA	NA	NA	NA	NA
KF530201	KF530201	9489	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/FRA/29171082/2009	NA	France	France	FRA	20-Apr-2009	2009-04-20	NA
KF530199	KF530199	8505	viral cRNA	2013-09-14	Human respirovirus 1	Homo sapiens	HPIV1/ZAF/3267/2010	NA	South Africa	South Africa	ZAF	2010	2010-01-01	NA
M14887	M14887	6800	genomic RNA	1995-07-06	Human respirovirus 1	Mus musculus	Enders	NA	NA	NA	NA	NA	NA	NA
AF117818	AF117818	6800	mRNA	2000-11-21	Human respirovirus 1	NA	C35	NA	NA	NA	NA	NA	NA	NA
X00087	X00087	5824	genomic RNA	2016-07-26	Human respirovirus 1	NA	Z strain	NA	NA	NA	NA	NA	NA	NA
MH006615	MH006615	5652	viral cRNA	2018-05-17	Human respirovirus 1	Homo sapiens	HPIV1/VietNam/004/2009	NA	Viet Nam	Viet Nam	VNM	09-Mar-2009	2009-03-09	NA
MH006621	MH006621	5015	viral cRNA	2018-05-17	Human respirovirus 1	Homo sapiens	HPIV1/VietNam/064/2010	NA	Viet Nam	Viet Nam	VNM	04-Oct-2010	2010-10-04	NA
MH006619	MH006619	3919	viral cRNA	2018-05-17	Human respirovirus 1	Homo sapiens	HPIV1/VietNam/062/2010	NA	Viet Nam	Viet Nam	VNM	27-Jan-2010	2010-01-27	NA
D11446	D11446	3113	genomic RNA	2007-09-15	Human respirovirus 1	NA	Hamamatsu	NA	NA	NA	NA	NA	NA	Sendai virus (HVJ)
M22347	M22347	2058	mRNA	1993-08-02	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
KT992800	KT992800	2037	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/48.11(18491)	NA	Croatia	Croatia	HRV	01-Dec-2011	2011-12-01	NA
KT992806	KT992806	2037	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/47.13(1712)	NA	Croatia	Croatia	HRV	21-Nov-2013	2013-11-21	NA
KT992797	KT992797	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/38.11(14501)	NA	Croatia	Croatia	HRV	19-Sep-2011	2011-09-19	NA
KT992798	KT992798	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/42.11(16046)	NA	Croatia	Croatia	HRV	21-Oct-2011	2011-10-21	NA
KT992799	KT992799	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/47.11(18133)	NA	Croatia	Croatia	HRV	27-Oct-2011	2011-10-27	NA
KT992801	KT992801	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/3.12(1022)	NA	Croatia	Croatia	HRV	22-Jan-2012	2012-01-22	NA
KT992802	KT992802	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/8.12(2000)	NA	Croatia	Croatia	HRV	22-Feb-2012	2012-02-22	NA
KT992803	KT992803	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/47.12(3225)	NA	Croatia	Croatia	HRV	22-Nov-2012	2012-11-22	NA
KT992804	KT992804	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/44.13(1564)	NA	Croatia	Croatia	HRV	30-Oct-2013	2013-10-30	NA
KT992805	KT992805	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/46.13(1638)	NA	Croatia	Croatia	HRV	13-Nov-2013	2013-11-13	NA
KT992807	KT992807	2031	viral cRNA	2016-04-19	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/50.13(1833)	NA	Croatia	Croatia	HRV	10-Dec-2013	2013-12-10	NA
MG255129	MG255129	1992	viral cRNA	2018-09-02	Human respirovirus 1	Homo sapiens	HPIV1	NA	South Korea	South Korea	KOR	08-Aug-2017	2017-08-08	NA
KU050090	KU050090	1929	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/8.12(2000)	NA	Croatia	Croatia	HRV	22-Feb-2012	2012-02-22	NA
KU050093	KU050093	1929	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/46.13(1638)	NA	Croatia	Croatia	HRV	13-Nov-2013	2013-11-13	NA
KU050094	KU050094	1929	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/47.13(1712)	NA	Croatia	Croatia	HRV	21-Nov-2013	2013-11-21	NA
KT336331	KT336331	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/38.11(14501)	NA	Croatia	Croatia	HRV	19-Sep-2011	2011-09-19	NA
KT336332	KT336332	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/40.11(15425)	NA	Croatia	Croatia	HRV	08-Oct-2011	2011-10-08	NA
KT336333	KT336333	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/42.11(16046)	NA	Croatia	Croatia	HRV	21-Oct-2011	2011-10-21	NA
KT336334	KT336334	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/47.11(18133)	NA	Croatia	Croatia	HRV	27-Oct-2011	2011-10-27	NA
KT336336	KT336336	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/48.11(18494)	NA	Croatia	Croatia	HRV	02-Dec-2011	2011-12-02	NA
KT336337	KT336337	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/49.11(18789)	NA	Croatia	Croatia	HRV	11-Dec-2011	2011-12-11	NA
KT336338	KT336338	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/50.11(19069)	NA	Croatia	Croatia	HRV	16-Dec-2011	2011-12-16	NA
KT336339	KT336339	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/51.11(19355)	NA	Croatia	Croatia	HRV	21-Dec-2011	2011-12-21	NA
KT336340	KT336340	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/1.12(266)	NA	Croatia	Croatia	HRV	05-Jan-2012	2012-01-05	NA
KT336341	KT336341	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/3.12(1020)	NA	Croatia	Croatia	HRV	20-Jan-2012	2012-01-20	NA
KT336342	KT336342	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/3.12(1022)	NA	Croatia	Croatia	HRV	22-Jan-2012	2012-01-22	NA
KT336343	KT336343	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/8.12(2000)	NA	Croatia	Croatia	HRV	22-Feb-2012	2012-02-22	NA
KT336344	KT336344	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/47.12(3225)	NA	Croatia	Croatia	HRV	22-Nov-2012	2012-11-22	NA
KT336345	KT336345	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/44.13(1564)	NA	Croatia	Croatia	HRV	30-Oct-2013	2013-10-30	NA
KT336346	KT336346	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/46.13(1638)	NA	Croatia	Croatia	HRV	13-Nov-2013	2013-11-13	NA
KT336347	KT336347	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/47.13(1712)	NA	Croatia	Croatia	HRV	21-Nov-2013	2013-11-21	NA
KT336348	KT336348	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/3.14(65)	NA	Croatia	Croatia	HRV	15-Jan-2014	2014-01-15	NA
KT336349	KT336349	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/46.13(1643)	NA	Croatia	Croatia	HRV	13-Nov-2013	2013-11-13	NA
KT336350	KT336350	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/50.13(1833)	NA	Croatia	Croatia	HRV	10-Dec-2013	2013-12-10	NA
KT336351	KT336351	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/51.11(19282)	NA	Croatia	Croatia	HRV	20-Dec-2011	2011-12-20	NA
KT336352	KT336352	1899	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/41.11(15416)	NA	Croatia	Croatia	HRV	10-Oct-2011	2011-10-10	NA
MH684368	MH684368	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/40.17(2302)	NA	Croatia	Croatia	HRV	04-Oct-2017	2017-10-04	NA
MH684369	MH684369	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/50.17(2935)	NA	Croatia	Croatia	HRV	13-Dec-2017	2017-12-13	NA
MH684370	MH684370	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/21.11(10300)	NA	Croatia	Croatia	HRV	20-May-2011	2011-05-20	NA
MH684371	MH684371	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/46.17(2605)	NA	Croatia	Croatia	HRV	13-Nov-2017	2017-11-13	NA
MH684372	MH684372	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/50.17(2891)	NA	Croatia	Croatia	HRV	10-Dec-2017	2017-12-10	NA
MH684373	MH684373	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/49.17(2825)	NA	Croatia	Croatia	HRV	04-Dec-2017	2017-12-04	NA
MH684374	MH684374	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/44.17(2510)	NA	Croatia	Croatia	HRV	02-Nov-2017	2017-11-02	NA
MH684375	MH684375	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/46.17(2637)	NA	Croatia	Croatia	HRV	15-Nov-2017	2017-11-15	NA
MH684376	MH684376	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/37.17(2132)	NA	Croatia	Croatia	HRV	10-Sep-2017	2017-09-10	NA
MH684377	MH684377	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/48.13(1751)	NA	Croatia	Croatia	HRV	28-Nov-2013	2013-11-28	NA
MH684378	MH684378	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/38.15(1487)	NA	Croatia	Croatia	HRV	20-Sep-2015	2015-09-20	NA
MH684379	MH684379	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/48.15(1806)	NA	Croatia	Croatia	HRV	26-Nov-2015	2015-11-26	NA
MH684380	MH684380	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/40.13(1427)	NA	Croatia	Croatia	HRV	30-Sep-2013	2013-09-30	NA
MH684381	MH684381	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/44.17(2522)	NA	Croatia	Croatia	HRV	02-Nov-2017	2017-11-02	NA
MH684382	MH684382	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/49.13(1794)	NA	Croatia	Croatia	HRV	05-Dec-2013	2013-12-05	NA
MH684383	MH684383	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/39.11(14195)	NA	Croatia	Croatia	HRV	16-Sep-2011	2011-09-16	NA
MH684384	MH684384	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/4.16(30)	NA	Croatia	Croatia	HRV	29-Jan-2016	2016-01-29	NA
MH684385	MH684385	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/49.13(1768)	NA	Croatia	Croatia	HRV	01-Dec-2013	2013-12-01	NA
MH684386	MH684386	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/44.15(1839)	NA	Croatia	Croatia	HRV	30-Nov-2015	2015-11-30	NA
MH684387	MH684387	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/8.16(33)	NA	Croatia	Croatia	HRV	25-Feb-2016	2016-02-25	NA
MH684388	MH684388	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/47.15(1746)	NA	Croatia	Croatia	HRV	16-Oct-2015	2015-10-16	NA
MH684389	MH684389	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/52.17(3091)	NA	Croatia	Croatia	HRV	27-Dec-2017	2017-12-27	NA
MH684390	MH684390	1899	viral cRNA	2019-03-20	Human respirovirus 1	Homo sapiens	HPIV1/Zagreb.HR/47.17(2715)	NA	Croatia	Croatia	HRV	24-Nov-2017	2017-11-24	NA
M74080	M74080	1896	viral cRNA	2016-07-25	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
M74081	M74081	1896	viral cRNA	2008-10-17	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
M74082	M74082	1896	viral cRNA	2016-07-25	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
M31228	M31228	1894	genomic RNA	1993-06-12	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
M86780	M86780	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-A-66	NA	NA	NA	NA	NA	NA	NA
M86781	M86781	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-A-80	NA	NA	NA	NA	NA	NA	NA
M86782	M86782	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-A-81A	NA	NA	NA	NA	NA	NA	NA
M86783	M86783	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-A-81B	NA	NA	NA	NA	NA	NA	NA
M86784	M86784	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-70	NA	NA	NA	NA	NA	NA	NA
M86785	M86785	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-73A	NA	NA	NA	NA	NA	NA	NA
M86786	M86786	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-73B	NA	NA	NA	NA	NA	NA	NA
M86787	M86787	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-77	NA	NA	NA	NA	NA	NA	NA
M86788	M86788	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-79A	NA	NA	NA	NA	NA	NA	NA
M86789	M86789	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-79B	NA	NA	NA	NA	NA	NA	NA
M86790	M86790	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-83A	NA	NA	NA	NA	NA	NA	NA
M86791	M86791	1894	genomic RNA	1993-08-02	Human respirovirus 1	NA	CH-B-83B	NA	NA	NA	NA	NA	NA	NA
U70936	U70936	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-48/91	NA	NA	NA	NA	NA	NA	NA
U70937	U70937	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-49/91	NA	NA	NA	NA	NA	NA	NA
U70938	U70938	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-51/91	NA	NA	NA	NA	NA	NA	NA
U70939	U70939	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-52/91	NA	NA	NA	NA	NA	NA	NA
U70940	U70940	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-53/91	NA	NA	NA	NA	NA	NA	NA
U70941	U70941	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-54/91	NA	NA	NA	NA	NA	NA	NA
U70942	U70942	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-55/91	NA	NA	NA	NA	NA	NA	NA
U70943	U70943	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-58/91	NA	NA	NA	NA	NA	NA	NA
U70944	U70944	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-60/91	NA	NA	NA	NA	NA	NA	NA
U70945	U70945	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-61/91	NA	NA	NA	NA	NA	NA	NA
U70946	U70946	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-62/91	NA	NA	NA	NA	NA	NA	NA
U70947	U70947	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-63/91	NA	NA	NA	NA	NA	NA	NA
U70948	U70948	1894	genomic RNA	1996-10-21	Human respirovirus 1	NA	Mil-64/91	NA	NA	NA	NA	NA	NA	NA
MF177507	MF177507	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/49.15(1866)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177508	MF177508	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/48.15(1828)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177509	MF177509	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/49.15(1842)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177510	MF177510	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/1.16(30)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177511	MF177511	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/46.15(1710)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177512	MF177512	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/49.15(1874)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177513	MF177513	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/3.16(115)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177514	MF177514	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/4.16(203)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177515	MF177515	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/13.16(909)	NA	Croatia	Croatia	HRV	NA	NA	NA
MF177516	MF177516	1894	viral cRNA	2018-03-18	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/44.15(1669)	NA	Croatia	Croatia	HRV	NA	NA	NA
X02131	X02131	1893	genomic RNA	2005-04-18	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
X17007	X17007	1893	genomic RNA	2005-04-18	Human respirovirus 1	NA	6/94	NA	NA	NA	NA	NA	NA	NA
X17008	X17008	1893	genomic RNA	2005-04-18	Human respirovirus 1	NA	fushimi	NA	NA	NA	NA	NA	NA	NA
KU050084	KU050084	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/38.11(14501)	NA	Croatia	Croatia	HRV	19-Sep-2011	2011-09-19	NA
KU050085	KU050085	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/42.11(16046)	NA	Croatia	Croatia	HRV	21-Oct-2011	2011-10-21	NA
KU050086	KU050086	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/47.11(18133)	NA	Croatia	Croatia	HRV	27-Oct-2011	2011-10-27	NA
KU050087	KU050087	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/48.11(18491)	NA	Croatia	Croatia	HRV	01-Dec-2011	2011-12-01	NA
KU050088	KU050088	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/48.11(18494)	NA	Croatia	Croatia	HRV	02-Dec-2011	2011-12-02	NA
KU050089	KU050089	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/51.11(19355)	NA	Croatia	Croatia	HRV	21-Dec-2011	2011-12-21	NA
KU050091	KU050091	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/47.12(3225)	NA	Croatia	Croatia	HRV	22-Nov-2012	2012-11-22	NA
KU050092	KU050092	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/44.13(1564)	NA	Croatia	Croatia	HRV	30-Oct-2013	2013-10-30	NA
KU050095	KU050095	1893	viral cRNA	2016-04-23	Human respirovirus 1	Homo sapiens	HPIV1s/Zagreb.HR/50.13(1833)	NA	Croatia	Croatia	HRV	10-Dec-2013	2013-12-10	NA
KT336335	KT336335	1891	viral cRNA	2016-04-03	Human respirovirus 1	Homo sapiens	HPIV1i/Zagreb.HR/48.11(18491)	NA	Croatia	Croatia	HRV	01-Dec-2011	2011-12-01	NA
X56131	X56131	1888	genomic RNA	2005-04-18	Human respirovirus 1	NA	Fushimi	NA	NA	NA	NA	NA	NA	NA
D26475	D26475	1888	genomic RNA	2003-01-15	Human respirovirus 1	NA	Oh-MVC11	NA	NA	NA	NA	NA	NA	common name: sendai virus
X02808	X02808	1883	mRNA	2005-04-18	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
M37792	M37792	1873	mRNA	1993-08-02	Human respirovirus 1	NA	C39	NA	NA	NA	NA	NA	NA	NA
X55803	X55803	1866	genomic RNA	2005-04-18	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
M91648	M91648	1866	genomic RNA	1993-08-02	Human respirovirus 1	NA	C39	NA	NA	NA	NA	NA	NA	NA
JN089925	JN089925	1832	mRNA	2011-11-15	Human respirovirus 1	NA	Oklahoma/4409/2010	NA	USA	USA	USA	2010	2010-01-01	NA
D17334	D17334	1821	genomic RNA	2003-01-15	Human respirovirus 1	NA	MVCES1	NA	NA	NA	NA	NA	NA	common name: sendai virus
D17335	D17335	1821	genomic RNA	2003-01-15	Human respirovirus 1	NA	Oh-MVC11	NA	NA	NA	NA	NA	NA	common name: sendai virus
AF016279	AF016279	1803	mRNA	1998-06-23	Human respirovirus 1	NA	PIV1/Washington/20993/1964	NA	NA	NA	NA	NA	NA	NA
X57213	X57213	1773	genomic RNA	2005-04-18	Human respirovirus 1	NA	NA	NA	NA	NA	NA	NA	NA	NA
AF016280	AF016280	1756	mRNA	1998-06-23	Human respirovirus 1	NA	PIV1/Washington/20993/1964	NA	NA	NA	NA	NA	NA	NA
LC076586	LC076586	1740	viral cRNA	2015-09-02	Human respirovirus 1	Homo sapiens	AO14_2012	NA	Japan:Aomori	Japan	JPN	NA	NA	NA
LC076587	LC076587	1740	viral cRNA	2015-09-02	Human respirovirus 1	Homo sapiens	AO19_2013	NA	Japan:Aomori	Japan	JPN	NA	NA	NA
LC076588	LC076588	1740	viral cRNA	2015-09-02	Human respirovirus 1	Homo sapiens	AO20_2013	NA	Japan:Aomori	Japan	JPN	NA	NA	NA
LC076589	LC076589	1740	viral cRNA	2015-09-02	Human respirovirus 1	Homo sapiens	AO24_2013	NA	Japan:Aomori	Japan	JPN	NA	NA	NA
LC076590	LC076590	1740	viral cRNA	2015-09-02	Human respirovirus 1	Homo sapiens	AO28_2014	NA	Japan:Aomori	Japan	JPN	NA	NA	NA
LC076591	LC076591	1740	viral cRNA	2015-09-02	Human respirovirus 1	Homo sapiens	AO29_2014	NA	Japan:Aomori	Japan	JPN	NA	NA	NA
LC076592	LC076592	1740	viral cRNA	2015-09-02	Human respirovirus 1	Homo sapiens	AO30_2014	NA	Japan:Aomori	Japan	JPN	NA	NA	NA
